"workerid","rt","tested_on","response","check_index","property","correct","condition"
4,20799,0,0,6,"eat plants",1,"memory_check"
4,20799,0,0,7,"can see at night",1,"memory_check"
4,20799,1,1,8,"attract mates by secreting pheromones",1,"memory_check"
4,20799,1,1,9,"have dozens of sexual partners",1,"memory_check"
5,11195,0,0,0,"can see at night",1,"memory_check"
5,11195,1,1,1,"do handstands to scare off predators",1,"memory_check"
5,11195,1,1,2,"carry Lyme disease",1,"memory_check"
5,11195,1,1,3,"sing beautiful songs",1,"memory_check"
5,11195,0,0,4,"have infected scales",1,"memory_check"
5,11195,0,0,5,"have gold spots",1,"memory_check"
5,11195,0,0,6,"have long legs",1,"memory_check"
5,11195,0,0,7,"eat plants",1,"memory_check"
5,11195,1,1,8,"fish in the Hudson River",1,"memory_check"
5,11195,1,1,9,"have personalities",1,"memory_check"
6,27223,1,0,0,"chase their tails",0,"memory_check"
6,27223,0,1,1,"can see at night",0,"memory_check"
6,27223,0,1,2,"eat plants",0,"memory_check"
6,27223,1,0,3,"are intelligent",0,"memory_check"
6,27223,0,1,4,"have long legs",0,"memory_check"
6,27223,1,1,5,"capture other animals&quotechar territory",1,"memory_check"
6,27223,1,1,6,"hunt other animals",1,"memory_check"
6,27223,1,1,7,"give birth underwater",1,"memory_check"
6,27223,0,0,8,"have infected scales",1,"memory_check"
6,27223,0,0,9,"have gold spots",1,"memory_check"
7,15912,1,1,0,"attract mates by secreting pheromones",1,"memory_check"
7,15912,0,0,1,"have long legs",1,"memory_check"
7,15912,1,1,2,"give birth underwater",1,"memory_check"
7,15912,0,0,3,"have gold spots",1,"memory_check"
7,15912,0,0,4,"have infected scales",1,"memory_check"
7,15912,1,1,5,"develop back problems",1,"memory_check"
7,15912,1,1,6,"mourn their dead",1,"memory_check"
7,15912,0,0,7,"can see at night",1,"memory_check"
7,15912,1,1,8,"carry malaria",1,"memory_check"
7,15912,0,0,9,"eat plants",1,"memory_check"
8,11321,0,0,0,"have gold spots",1,"memory_check"
8,11321,1,1,1,"pound their chests to display dominance",1,"memory_check"
8,11321,0,0,2,"can see at night",1,"memory_check"
8,11321,1,1,3,"have a menstrual cycle",1,"memory_check"
8,11321,0,0,4,"have infected scales",1,"memory_check"
8,11321,1,1,5,"develop phobias",1,"memory_check"
8,11321,0,0,6,"eat plants",1,"memory_check"
8,11321,1,1,7,"hunt other animals",1,"memory_check"
8,11321,1,1,8,"eat candy wrappers",1,"memory_check"
8,11321,0,0,9,"have long legs",1,"memory_check"
9,22406,1,1,0,"live to be five hundred years old",1,"memory_check"
9,22406,1,1,1,"carry out premeditated murder",1,"memory_check"
9,22406,0,0,2,"eat plants",1,"memory_check"
9,22406,0,0,3,"have gold spots",1,"memory_check"
9,22406,0,0,4,"have long legs",1,"memory_check"
9,22406,1,1,5,"eat grass",1,"memory_check"
9,22406,1,1,6,"know when earthquakes are about to happen",1,"memory_check"
9,22406,1,1,7,"play with bottlecaps",1,"memory_check"
9,22406,0,0,8,"have infected scales",1,"memory_check"
9,22406,0,0,9,"can see at night",1,"memory_check"
10,12682,1,1,0,"eat cannabis",1,"memory_check"
10,12682,1,1,1,"cannibalize each other",1,"memory_check"
10,12682,1,1,2,"eat candy wrappers",1,"memory_check"
10,12682,0,0,3,"have gold spots",1,"memory_check"
10,12682,1,1,4,"are intelligent",1,"memory_check"
10,12682,0,0,5,"have infected scales",1,"memory_check"
10,12682,1,1,6,"have strange genetic mutations",1,"memory_check"
10,12682,0,0,7,"can see at night",1,"memory_check"
10,12682,0,0,8,"eat plants",1,"memory_check"
10,12682,0,0,9,"have long legs",1,"memory_check"
11,10394,1,1,0,"experience empathy",1,"memory_check"
11,10394,0,0,1,"have infected scales",1,"memory_check"
11,10394,1,1,2,"get cancer",1,"memory_check"
11,10394,1,1,3,"eat people",1,"memory_check"
11,10394,0,0,4,"have gold spots",1,"memory_check"
11,10394,1,1,5,"give birth underwater",1,"memory_check"
11,10394,1,1,6,"live to be twenty years old",1,"memory_check"
11,10394,0,0,7,"can see at night",1,"memory_check"
11,10394,0,0,8,"have long legs",1,"memory_check"
11,10394,0,0,9,"eat plants",1,"memory_check"
12,7334,1,1,0,"know how to open doors",1,"memory_check"
12,7334,0,0,1,"can see at night",1,"memory_check"
12,7334,1,1,2,"have an exquisite sense of smell",1,"memory_check"
12,7334,0,0,3,"eat plants",1,"memory_check"
12,7334,0,0,4,"have gold spots",1,"memory_check"
12,7334,0,0,5,"have long legs",1,"memory_check"
12,7334,1,1,6,"attack hikers",1,"memory_check"
12,7334,1,1,7,"have strange genetic mutations",1,"memory_check"
12,7334,0,0,8,"have infected scales",1,"memory_check"
12,7334,1,1,9,"have intensely beautiful feathers",1,"memory_check"
13,13590,1,1,0,"live to be twenty years old",1,"memory_check"
13,13590,0,0,1,"can see at night",1,"memory_check"
13,13590,0,0,2,"have long legs",1,"memory_check"
13,13590,1,1,3,"eat people",1,"memory_check"
13,13590,0,0,4,"have infected scales",1,"memory_check"
13,13590,1,1,5,"eat candy wrappers",1,"memory_check"
13,13590,1,1,6,"fly into building windows",1,"memory_check"
13,13590,0,0,7,"eat plants",1,"memory_check"
13,13590,0,0,8,"have gold spots",1,"memory_check"
13,13590,1,1,9,"drink soda",1,"memory_check"
14,9926,0,0,0,"have gold spots",1,"memory_check"
14,9926,0,0,1,"can see at night",1,"memory_check"
14,9926,1,1,2,"mourn their dead",1,"memory_check"
14,9926,0,0,3,"have infected scales",1,"memory_check"
14,9926,1,1,4,"fish in the Hudson River",1,"memory_check"
14,9926,0,0,5,"eat plants",1,"memory_check"
14,9926,1,1,6,"carry Lyme disease",1,"memory_check"
14,9926,1,1,7,"cannibalize each other",1,"memory_check"
14,9926,0,0,8,"have long legs",1,"memory_check"
14,9926,1,1,9,"transmit HIV",1,"memory_check"
15,11136,1,1,0,"transmit HIV",1,"memory_check"
15,11136,0,0,1,"have infected scales",1,"memory_check"
15,11136,0,0,2,"have long legs",1,"memory_check"
15,11136,1,1,3,"lose their teeth",1,"memory_check"
15,11136,0,0,4,"can see at night",1,"memory_check"
15,11136,0,0,5,"eat plants",1,"memory_check"
15,11136,1,1,6,"fly into building windows",1,"memory_check"
15,11136,1,1,7,"ride the subway",1,"memory_check"
15,11136,0,0,8,"have gold spots",1,"memory_check"
15,11136,1,1,9,"torture other animals",1,"memory_check"
16,26492,0,0,0,"have long legs",1,"memory_check"
16,26492,0,0,1,"can see at night",1,"memory_check"
16,26492,0,0,2,"have infected scales",1,"memory_check"
16,26492,1,1,3,"attack hikers",1,"memory_check"
16,26492,1,1,4,"carry Lyme disease",1,"memory_check"
16,26492,1,1,5,"go bald",1,"memory_check"
16,26492,1,1,6,"live in zoos",1,"memory_check"
16,26492,0,0,7,"eat plants",1,"memory_check"
16,26492,0,0,8,"have gold spots",1,"memory_check"
16,26492,1,1,9,"torture other animals",1,"memory_check"
17,19322,1,1,0,"attract mates by secreting pheromones",1,"memory_check"
17,19322,1,1,1,"cannibalize each other",1,"memory_check"
17,19322,0,0,2,"have infected scales",1,"memory_check"
17,19322,0,0,3,"eat plants",1,"memory_check"
17,19322,1,1,4,"eat garbage",1,"memory_check"
17,19322,1,1,5,"get erections",1,"memory_check"
17,19322,1,1,6,"are intelligent",1,"memory_check"
17,19322,0,0,7,"can see at night",1,"memory_check"
17,19322,0,0,8,"have long legs",1,"memory_check"
17,19322,0,0,9,"have gold spots",1,"memory_check"
18,9687,1,1,0,"capture other animals&quotechar territory",1,"memory_check"
18,9687,0,0,1,"can see at night",1,"memory_check"
18,9687,0,0,2,"have infected scales",1,"memory_check"
18,9687,0,0,3,"have long legs",1,"memory_check"
18,9687,0,0,4,"have gold spots",1,"memory_check"
18,9687,1,1,5,"lose their teeth",1,"memory_check"
18,9687,1,1,6,"carry out premeditated murder",1,"memory_check"
18,9687,1,1,7,"get in fights with other animals",1,"memory_check"
18,9687,0,0,8,"eat plants",1,"memory_check"
18,9687,1,1,9,"swim in shallow pools",1,"memory_check"
19,9847,1,1,0,"feed on the carcasses of dead animals",1,"memory_check"
19,9847,1,1,1,"have brown fur",1,"memory_check"
19,9847,0,0,2,"can see at night",1,"memory_check"
19,9847,0,0,3,"have infected scales",1,"memory_check"
19,9847,0,0,4,"have gold spots",1,"memory_check"
19,9847,0,0,5,"eat plants",1,"memory_check"
19,9847,1,1,6,"mourn their dead",1,"memory_check"
19,9847,1,1,7,"are intelligent",1,"memory_check"
19,9847,1,1,8,"hunt other animals",1,"memory_check"
19,9847,0,0,9,"have long legs",1,"memory_check"
20,9561,0,0,0,"have gold spots",1,"memory_check"
20,9561,0,0,1,"can see at night",1,"memory_check"
20,9561,1,1,2,"eat human food",1,"memory_check"
20,9561,1,1,3,"have spots",1,"memory_check"
20,9561,1,1,4,"get in fights with other animals",1,"memory_check"
20,9561,1,1,5,"live in zoos",1,"memory_check"
20,9561,0,0,6,"eat plants",1,"memory_check"
20,9561,0,0,7,"have long legs",1,"memory_check"
20,9561,0,0,8,"have infected scales",1,"memory_check"
20,9561,1,1,9,"eat garbage",1,"memory_check"
21,10931,1,1,0,"live to be twenty years old",1,"memory_check"
21,10931,1,1,1,"lose their teeth",1,"memory_check"
21,10931,0,0,2,"eat plants",1,"memory_check"
21,10931,1,1,3,"get cancer",1,"memory_check"
21,10931,0,0,4,"have long legs",1,"memory_check"
21,10931,0,0,5,"can see at night",1,"memory_check"
21,10931,1,1,6,"capture other animals&quotechar territory",1,"memory_check"
21,10931,1,1,7,"develop phobias",1,"memory_check"
21,10931,0,0,8,"have infected scales",1,"memory_check"
21,10931,0,0,9,"have gold spots",1,"memory_check"
22,14645,1,1,0,"have spots",1,"memory_check"
22,14645,0,0,1,"have long legs",1,"memory_check"
22,14645,1,1,2,"are intelligent",1,"memory_check"
22,14645,0,0,3,"can see at night",1,"memory_check"
22,14645,0,0,4,"have gold spots",1,"memory_check"
22,14645,0,0,5,"eat plants",1,"memory_check"
22,14645,1,1,6,"live in the hulls of sea vessels",1,"memory_check"
22,14645,0,0,7,"have infected scales",1,"memory_check"
22,14645,1,1,8,"sleep during the day",1,"memory_check"
22,14645,1,1,9,"have very long wings",1,"memory_check"
23,8833,0,0,0,"can see at night",1,"memory_check"
23,8833,1,1,1,"sing beautiful songs",1,"memory_check"
23,8833,1,1,2,"have a menstrual cycle",1,"memory_check"
23,8833,0,0,3,"eat plants",1,"memory_check"
23,8833,0,0,4,"have long legs",1,"memory_check"
23,8833,1,1,5,"hunt other animals",1,"memory_check"
23,8833,0,0,6,"have infected scales",1,"memory_check"
23,8833,1,1,7,"have personalities",1,"memory_check"
23,8833,0,0,8,"have gold spots",1,"memory_check"
23,8833,1,1,9,"sleep during the day",1,"memory_check"
24,9315,0,0,0,"have infected scales",1,"memory_check"
24,9315,1,1,1,"have four legs",1,"memory_check"
24,9315,0,0,2,"eat plants",1,"memory_check"
24,9315,1,1,3,"sleep during the day",1,"memory_check"
24,9315,0,0,4,"can see at night",1,"memory_check"
24,9315,0,0,5,"have gold spots",1,"memory_check"
24,9315,1,1,6,"eat grass",1,"memory_check"
24,9315,0,0,7,"have long legs",1,"memory_check"
24,9315,1,1,8,"develop phobias",1,"memory_check"
24,9315,1,1,9,"are intelligent",1,"memory_check"
25,19888,1,1,0,"like to cuddle",1,"memory_check"
25,19888,0,0,1,"have gold spots",1,"memory_check"
25,19888,0,0,2,"eat plants",1,"memory_check"
25,19888,0,0,3,"can see at night",1,"memory_check"
25,19888,1,1,4,"live in urban areas",1,"memory_check"
25,19888,0,0,5,"have infected scales",1,"memory_check"
25,19888,1,1,6,"have strange genetic mutations",1,"memory_check"
25,19888,1,1,7,"eat cannabis",1,"memory_check"
25,19888,0,0,8,"have long legs",1,"memory_check"
25,19888,1,1,9,"drink soda",1,"memory_check"
26,17669,0,0,0,"eat plants",1,"memory_check"
26,17669,1,1,1,"eat human food",1,"memory_check"
26,17669,1,1,2,"get erections",1,"memory_check"
26,17669,1,1,3,"steal farmers&quotechar crops",1,"memory_check"
26,17669,0,0,4,"have gold spots",1,"memory_check"
26,17669,0,0,5,"have long legs",1,"memory_check"
26,17669,0,0,6,"have infected scales",1,"memory_check"
26,17669,0,0,7,"can see at night",1,"memory_check"
26,17669,1,1,8,"drink soda",1,"memory_check"
26,17669,1,1,9,"play with bottlecaps",1,"memory_check"
27,19414,1,1,0,"do handstands to scare off predators",1,"memory_check"
27,19414,1,1,1,"lose their teeth",1,"memory_check"
27,19414,0,0,2,"eat plants",1,"memory_check"
27,19414,0,0,3,"have gold spots",1,"memory_check"
27,19414,0,0,4,"have long legs",1,"memory_check"
27,19414,1,0,5,"have dozens of sexual partners",0,"memory_check"
27,19414,0,0,6,"can see at night",1,"memory_check"
27,19414,1,1,7,"are afraid of loud noises",1,"memory_check"
27,19414,0,0,8,"have infected scales",1,"memory_check"
27,19414,1,1,9,"drink soda",1,"memory_check"
28,12524,1,1,0,"ride the subway",1,"memory_check"
28,12524,1,1,1,"capture other animals&quotechar territory",1,"memory_check"
28,12524,0,0,2,"can see at night",1,"memory_check"
28,12524,1,1,3,"live in urban areas",1,"memory_check"
28,12524,0,0,4,"have infected scales",1,"memory_check"
28,12524,0,0,5,"eat plants",1,"memory_check"
28,12524,1,1,6,"carry Lyme disease",1,"memory_check"
28,12524,0,0,7,"have gold spots",1,"memory_check"
28,12524,0,0,8,"have long legs",1,"memory_check"
28,12524,1,1,9,"eat grass",1,"memory_check"
29,19830,0,0,0,"eat plants",1,"memory_check"
29,19830,1,1,1,"have personalities",1,"memory_check"
29,19830,0,0,2,"can see at night",1,"memory_check"
29,19830,0,0,3,"have gold spots",1,"memory_check"
29,19830,0,0,4,"have long legs",1,"memory_check"
29,19830,1,1,5,"know when earthquakes are about to happen",1,"memory_check"
29,19830,0,0,6,"have infected scales",1,"memory_check"
29,19830,1,1,7,"eat cannabis",1,"memory_check"
29,19830,1,1,8,"carry Lyme disease",1,"memory_check"
29,19830,1,1,9,"are afraid of dogs",1,"memory_check"
30,15974,0,0,0,"eat plants",1,"memory_check"
30,15974,1,1,1,"have dozens of sexual partners",1,"memory_check"
30,15974,0,0,2,"have long legs",1,"memory_check"
30,15974,0,0,3,"have infected scales",1,"memory_check"
30,15974,1,1,4,"steal farmers&quotechar crops",1,"memory_check"
30,15974,1,1,5,"eat candy wrappers",1,"memory_check"
30,15974,1,1,6,"swim in shallow pools",1,"memory_check"
30,15974,1,1,7,"get erections",1,"memory_check"
30,15974,0,0,8,"can see at night",1,"memory_check"
30,15974,0,0,9,"have gold spots",1,"memory_check"
31,19376,1,1,0,"have seizures",1,"memory_check"
31,19376,1,0,1,"hunt other animals",0,"memory_check"
31,19376,0,0,2,"eat plants",1,"memory_check"
31,19376,1,1,3,"feed on the carcasses of dead animals",1,"memory_check"
31,19376,0,0,4,"have gold spots",1,"memory_check"
31,19376,0,0,5,"can see at night",1,"memory_check"
31,19376,1,1,6,"steal farmers&quotechar crops",1,"memory_check"
31,19376,0,0,7,"have infected scales",1,"memory_check"
31,19376,1,1,8,"have personalities",1,"memory_check"
31,19376,0,0,9,"have long legs",1,"memory_check"
32,9033,1,1,0,"have four legs",1,"memory_check"
32,9033,0,0,1,"have gold spots",1,"memory_check"
32,9033,1,1,2,"do handstands to scare off predators",1,"memory_check"
32,9033,0,0,3,"have infected scales",1,"memory_check"
32,9033,1,1,4,"attract mates by secreting pheromones",1,"memory_check"
32,9033,0,0,5,"eat plants",1,"memory_check"
32,9033,0,0,6,"can see at night",1,"memory_check"
32,9033,0,0,7,"have long legs",1,"memory_check"
32,9033,1,1,8,"give birth underwater",1,"memory_check"
32,9033,1,1,9,"torture other animals",1,"memory_check"
33,22054,0,0,0,"have infected scales",1,"memory_check"
33,22054,1,0,1,"use tools",0,"memory_check"
33,22054,0,0,2,"have gold spots",1,"memory_check"
33,22054,1,1,3,"experience empathy",1,"memory_check"
33,22054,1,1,4,"carry out premeditated murder",1,"memory_check"
33,22054,1,1,5,"fish in the Hudson River",1,"memory_check"
33,22054,0,0,6,"have long legs",1,"memory_check"
33,22054,0,0,7,"can see at night",1,"memory_check"
33,22054,0,0,8,"eat plants",1,"memory_check"
33,22054,1,1,9,"live to be a hundred years old",1,"memory_check"
34,12164,1,1,0,"know how to ride bicycles",1,"memory_check"
34,12164,0,0,1,"can see at night",1,"memory_check"
34,12164,0,0,2,"have long legs",1,"memory_check"
34,12164,1,1,3,"have spots",1,"memory_check"
34,12164,1,1,4,"sleep during the day",1,"memory_check"
34,12164,1,1,5,"have strange genetic mutations",1,"memory_check"
34,12164,0,0,6,"eat plants",1,"memory_check"
34,12164,0,0,7,"have infected scales",1,"memory_check"
34,12164,1,1,8,"develop back problems",1,"memory_check"
34,12164,0,0,9,"have gold spots",1,"memory_check"
35,16918,1,1,0,"torture other animals",1,"memory_check"
35,16918,1,1,1,"lay eggs in other birds&quotechar nests",1,"memory_check"
35,16918,0,0,2,"have long legs",1,"memory_check"
35,16918,0,0,3,"eat plants",1,"memory_check"
35,16918,1,1,4,"know when earthquakes are about to happen",1,"memory_check"
35,16918,1,1,5,"develop back problems",1,"memory_check"
35,16918,0,0,6,"have infected scales",1,"memory_check"
35,16918,0,0,7,"can see at night",1,"memory_check"
35,16918,0,0,8,"have gold spots",1,"memory_check"
35,16918,1,1,9,"carry out premeditated murder",1,"memory_check"
36,8687,0,0,0,"eat plants",1,"memory_check"
36,8687,1,1,1,"drink soda",1,"memory_check"
36,8687,0,0,2,"have infected scales",1,"memory_check"
36,8687,1,1,3,"live in high-rise buildings",1,"memory_check"
36,8687,1,1,4,"eat garbage",1,"memory_check"
36,8687,0,0,5,"have long legs",1,"memory_check"
36,8687,0,0,6,"have gold spots",1,"memory_check"
36,8687,1,1,7,"have brown fur",1,"memory_check"
36,8687,0,0,8,"can see at night",1,"memory_check"
36,8687,1,0,9,"sleep during the day",0,"memory_check"
37,11346,0,0,0,"have gold spots",1,"memory_check"
37,11346,1,1,1,"have brown fur",1,"memory_check"
37,11346,1,1,2,"sing beautiful songs",1,"memory_check"
37,11346,0,0,3,"can see at night",1,"memory_check"
37,11346,0,0,4,"have long legs",1,"memory_check"
37,11346,1,1,5,"give birth underwater",1,"memory_check"
37,11346,1,1,6,"ride the subway",1,"memory_check"
37,11346,0,0,7,"have infected scales",1,"memory_check"
37,11346,1,1,8,"get addicted to nicotine",1,"memory_check"
37,11346,0,0,9,"eat plants",1,"memory_check"
38,12240,0,0,0,"have infected scales",1,"memory_check"
38,12240,0,0,1,"have gold spots",1,"memory_check"
38,12240,1,1,2,"get dandruff",1,"memory_check"
38,12240,1,1,3,"attract mates by secreting pheromones",1,"memory_check"
38,12240,0,0,4,"can see at night",1,"memory_check"
38,12240,0,0,5,"have long legs",1,"memory_check"
38,12240,1,1,6,"fly into building windows",1,"memory_check"
38,12240,0,0,7,"eat plants",1,"memory_check"
38,12240,1,1,8,"go bald",1,"memory_check"
38,12240,1,1,9,"lay eggs in other birds&quotechar nests",1,"memory_check"
39,24698,0,1,0,"eat plants",0,"memory_check"
39,24698,1,1,1,"get erections",1,"memory_check"
39,24698,1,0,2,"have spots",0,"memory_check"
39,24698,0,0,3,"can see at night",1,"memory_check"
39,24698,1,1,4,"know how to ride bicycles",1,"memory_check"
39,24698,1,1,5,"drink alcohol left behind by tourists",1,"memory_check"
39,24698,1,1,6,"live to be twenty years old",1,"memory_check"
39,24698,0,0,7,"have gold spots",1,"memory_check"
39,24698,0,1,8,"have infected scales",0,"memory_check"
39,24698,0,1,9,"have long legs",0,"memory_check"
40,10454,1,1,0,"attract mates by secreting pheromones",1,"memory_check"
40,10454,1,1,1,"know how to ride bicycles",1,"memory_check"
40,10454,0,0,2,"have infected scales",1,"memory_check"
40,10454,1,1,3,"know how to open doors",1,"memory_check"
40,10454,1,1,4,"ride the subway",1,"memory_check"
40,10454,0,0,5,"have gold spots",1,"memory_check"
40,10454,0,0,6,"have long legs",1,"memory_check"
40,10454,0,0,7,"eat plants",1,"memory_check"
40,10454,1,1,8,"live to be twenty years old",1,"memory_check"
40,10454,0,0,9,"can see at night",1,"memory_check"
41,16681,0,0,0,"have long legs",1,"memory_check"
41,16681,0,0,1,"have infected scales",1,"memory_check"
41,16681,0,0,2,"eat plants",1,"memory_check"
41,16681,1,1,3,"eat insects",1,"memory_check"
41,16681,0,0,4,"have gold spots",1,"memory_check"
41,16681,1,1,5,"play with bottlecaps",1,"memory_check"
41,16681,1,1,6,"have seizures",1,"memory_check"
41,16681,1,1,7,"carry malaria",1,"memory_check"
41,16681,1,1,8,"carry out premeditated murder",1,"memory_check"
41,16681,0,0,9,"can see at night",1,"memory_check"
42,13670,1,1,0,"have brown fur",1,"memory_check"
42,13670,0,0,1,"have long legs",1,"memory_check"
42,13670,1,1,2,"drink soda",1,"memory_check"
42,13670,0,0,3,"eat plants",1,"memory_check"
42,13670,0,0,4,"can see at night",1,"memory_check"
42,13670,0,0,5,"have infected scales",1,"memory_check"
42,13670,1,1,6,"live to be five hundred years old",1,"memory_check"
42,13670,0,0,7,"have gold spots",1,"memory_check"
42,13670,1,1,8,"fish in the Hudson River",1,"memory_check"
42,13670,1,1,9,"give birth underwater",1,"memory_check"
43,11596,1,1,0,"get erections",1,"memory_check"
43,11596,0,0,1,"have infected scales",1,"memory_check"
43,11596,0,0,2,"can see at night",1,"memory_check"
43,11596,0,0,3,"have long legs",1,"memory_check"
43,11596,0,0,4,"eat plants",1,"memory_check"
43,11596,1,1,5,"fish in the Hudson River",1,"memory_check"
43,11596,1,1,6,"get in fights with other animals",1,"memory_check"
43,11596,1,1,7,"transmit HIV",1,"memory_check"
43,11596,1,1,8,"eat grass",1,"memory_check"
43,11596,0,0,9,"have gold spots",1,"memory_check"
44,14974,0,0,0,"have long legs",1,"memory_check"
44,14974,1,1,1,"eat cannabis",1,"memory_check"
44,14974,1,1,2,"drink soda",1,"memory_check"
44,14974,0,0,3,"can see at night",1,"memory_check"
44,14974,1,1,4,"carry malaria",1,"memory_check"
44,14974,1,1,5,"pound their chests to display dominance",1,"memory_check"
44,14974,0,0,6,"have infected scales",1,"memory_check"
44,14974,0,0,7,"eat plants",1,"memory_check"
44,14974,1,0,8,"eat insects",0,"memory_check"
44,14974,0,0,9,"have gold spots",1,"memory_check"
45,10128,0,0,0,"have gold spots",1,"memory_check"
45,10128,1,1,1,"have seizures",1,"memory_check"
45,10128,1,1,2,"attack hikers",1,"memory_check"
45,10128,0,0,3,"can see at night",1,"memory_check"
45,10128,1,1,4,"experience emotions",1,"memory_check"
45,10128,0,0,5,"have long legs",1,"memory_check"
45,10128,1,1,6,"experience empathy",1,"memory_check"
45,10128,1,1,7,"know how to ride bicycles",1,"memory_check"
45,10128,0,0,8,"have infected scales",1,"memory_check"
45,10128,0,0,9,"eat plants",1,"memory_check"
46,12471,0,0,0,"have long legs",1,"memory_check"
46,12471,1,1,1,"live to be a hundred years old",1,"memory_check"
46,12471,1,1,2,"develop back problems",1,"memory_check"
46,12471,0,0,3,"have gold spots",1,"memory_check"
46,12471,1,1,4,"live to be twenty years old",1,"memory_check"
46,12471,0,0,5,"eat plants",1,"memory_check"
46,12471,0,0,6,"can see at night",1,"memory_check"
46,12471,1,1,7,"steal farmers&quotechar crops",1,"memory_check"
46,12471,0,0,8,"have infected scales",1,"memory_check"
46,12471,1,1,9,"capture other animals&quotechar territory",1,"memory_check"
47,10277,1,1,0,"carry malaria",1,"memory_check"
47,10277,0,0,1,"have gold spots",1,"memory_check"
47,10277,1,1,2,"get cancer",1,"memory_check"
47,10277,0,0,3,"have infected scales",1,"memory_check"
47,10277,0,0,4,"can see at night",1,"memory_check"
47,10277,0,0,5,"eat plants",1,"memory_check"
47,10277,0,0,6,"have long legs",1,"memory_check"
47,10277,1,1,7,"steal farmers&quotechar crops",1,"memory_check"
47,10277,1,1,8,"know how to open doors",1,"memory_check"
47,10277,1,1,9,"know when earthquakes are about to happen",1,"memory_check"
48,26540,1,1,0,"get erections",1,"memory_check"
48,26540,0,0,1,"have long legs",1,"memory_check"
48,26540,1,1,2,"know when earthquakes are about to happen",1,"memory_check"
48,26540,1,1,3,"chase their tails",1,"memory_check"
48,26540,1,0,4,"lose their teeth",0,"memory_check"
48,26540,0,0,5,"have gold spots",1,"memory_check"
48,26540,0,0,6,"have infected scales",1,"memory_check"
48,26540,0,0,7,"can see at night",1,"memory_check"
48,26540,0,0,8,"eat plants",1,"memory_check"
48,26540,1,1,9,"eat insects",1,"memory_check"
49,26851,0,0,0,"have gold spots",1,"memory_check"
49,26851,0,0,1,"have long legs",1,"memory_check"
49,26851,1,1,2,"have intensely beautiful feathers",1,"memory_check"
49,26851,1,1,3,"have spots",1,"memory_check"
49,26851,1,1,4,"experience emotions",1,"memory_check"
49,26851,1,1,5,"sleep during the day",1,"memory_check"
49,26851,1,1,6,"know when earthquakes are about to happen",1,"memory_check"
49,26851,0,0,7,"have infected scales",1,"memory_check"
49,26851,0,0,8,"eat plants",1,"memory_check"
49,26851,0,0,9,"can see at night",1,"memory_check"
50,11208,1,1,0,"have spots",1,"memory_check"
50,11208,0,0,1,"have long legs",1,"memory_check"
50,11208,0,0,2,"have infected scales",1,"memory_check"
50,11208,1,1,3,"sleep during the day",1,"memory_check"
